FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
172,CATALUÑA,BV-4511,SEÑALIZACION DE LA CALZADA,2021/01/18 13:47:00, ,B,VERDE,10.2,0,SANT JOAN DE VILATORRADA,BARCELONA,OB101189197,AMBOS SENTIDOS,OBRAS,0,1,41.76982,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>SEÑALIZACION DE LA CALZADA</causa>
<poblacion>SANT JOAN DE VILATORRADA</poblacion",id-incidencia-1.172,incidencia, , ,1.90327,1.90327,41.76982,2021/01/19 21:31:00
173,CATALUÑA,BV-1468,TRABAJOS DE MANTENIMIENTO,2020/10/11 10:42:00, ,B,VERDE,12.2,6.3,SANT JUST DESVERN,BARCELONA,OB010118006,AMBOS SENTIDOS,OBRAS,0,1,41.4184579,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT JUST DESVERN</poblacion>
<fechah",id-incidencia-1.173,incidencia, , ,2.060766,2.060766,41.4184579,2021/01/19 21:31:00
174,CATALUÑA,BV-5303,TRABAJOS DE MANTENIMIENTO,2021/01/12 09:49:00, ,B,VERDE,4.4,3.7,SEVA,BARCELONA,OB101128148,AMBOS SENTIDOS,OBRAS,0,1,41.84613,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SEVA</poblacion>
<fechahora_ini>2021-",id-incidencia-1.174,incidencia, , ,2.23337,2.23337,41.84613,2021/01/19 21:31:00
175,CATALUÑA,N-150,TRABAJOS DE MANTENIMIENTO,2020/08/14 10:03:00, ,B,VERDE,19,18.3,TERRASSA,BARCELONA,OB006228257,AMBOS SENTIDOS,OBRAS,0,2,41.5520693,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>TERRASSA</poblacion>
<fechahora_ini>2",id-incidencia-1.175,incidencia, , ,2.0261138,2.0261138,41.5520693,2021/01/19 21:31:00
176,CATALUÑA,C-245,TRABAJOS DE MANTENIMIENTO,2020/09/07 18:28:00,SANT BOI DE LLOBREGAT,B,VERDE,9.7,8.8,VILADECANS,BARCELONA,OB009078274,AMBOS SENTIDOS,OBRAS,0,1,41.325377,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILADECANS</poblacion>
<fechahora_ini",id-incidencia-1.176,incidencia, , ,2.0330291,2.0330291,41.325377,2021/01/19 21:31:00
177,CATALUÑA,C-245,TRABAJOS DE MANTENIMIENTO,2020/09/30 21:38:00, ,B,VERDE,7,6,VILADECANS,BARCELONA,OB008179134,AMBOS SENTIDOS,OBRAS,0,7,41.3043531,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILADECANS</poblacion>
<fechahora_ini",id-incidencia-1.177,incidencia, , ,2.0093009,2.0093009,41.3043531,2021/01/19 21:31:00
178,CATALUÑA,C-35,TRABAJOS DE MANTENIMIENTO,2020/07/16 09:06:00, ,B,VERDE,58,50.3,VILALBA SASSERRA,BARCELONA,OB006098274,AMBOS SENTIDOS,OBRAS,0,3,41.6553542,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILALBA SASSERRA</poblacion>
<fechaho",id-incidencia-1.178,incidencia, , ,2.4468033,2.4468033,41.6553542,2021/01/19 21:31:00
179,CATALUÑA,N-141D,TRABAJOS DE MANTENIMIENTO,2021/01/13 09:34:00, ,B,VERDE,18.7,15.1,VILANOVA DE SAU,BARCELONA,OB101138106,AMBOS SENTIDOS,OBRAS,0,1,41.948638,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILANOVA DE SAU</poblacion>
<fechahor",id-incidencia-1.179,incidencia, , ,2.381552,2.381552,41.948638,2021/01/19 21:31:00
180,EXTREMADURA,BA-058,REASFALTADO,2019/01/01 00:00:00,DON ALVARO,BA,NEGRO,7,0,MERIDA,BADAJOZ,BA906028003,AMBOS SENTIDOS,OBRAS,0,1,38.84829,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>REASFALTADO</causa>
<poblacion>MERIDA</poblacion>
<fechahora_ini>2019-01-01 00:00",id-incidencia-1.180,incidencia, , ,-6.2769,-6.2769,38.84829,2021/01/19 21:31:00
181,EXTREMADURA,EX-115,REASFALTADO,2018/12/18 12:05:00, ,BA,ROJO,19.8,17.2,QUINTANA DE LA SERENA,BADAJOZ,BA812189128,AMBOS SENTIDOS,OBRAS,0,1,39.0024351,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>REASFALTADO</causa>
<poblacion>QUINTANA DE LA SERENA</poblacion>
<fechahora_ini>2",id-incidencia-1.181,incidencia, , ,-5.5435065,-5.5435065,39.0024351,2021/01/19 21:31:00
182,EXTREMADURA,BA-121,REASFALTADO,2018/12/14 00:00:00, ,BA,VERDE,6.9,0.1,RIBERA DEL FRESNO,BADAJOZ,BA812189126,AMBOS SENTIDOS,OBRAS,0,1,38.55803,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>REASFALTADO</causa>
<poblacion>RIBERA DEL FRESNO</poblacion>
<fechahora_ini>2018-",id-incidencia-1.182,incidencia, , ,-6.22577,-6.22577,38.55803,2021/01/19 21:31:00
183,EXTREMADURA,BA-139,REASFALTADO,2018/06/24 21:12:00, ,BA,VERDE,13.9,0.1,SANTO DOMINGO,BADAJOZ,BA806249059,AMBOS SENTIDOS,OBRAS,0,1,38.52014,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>REASFALTADO</causa>
<poblacion>SANTO DOMINGO</poblacion>
<fechahora_ini>2018-06-2",id-incidencia-1.183,incidencia, , ,-7.015,-7.015,38.52014,2021/01/19 21:31:00
184,EXTREMADURA,EX-337,OBRAS EN GENERAL,2019/11/12 09:18:00, ,BA,AMARILLO,13,1,TORREMEJIA,BADAJOZ,BA911129234,AMBOS SENTIDOS,OBRAS,0,1,38.7935584,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TORREMEJIA</poblacion>
<fechahora_ini>2019-11",id-incidencia-1.184,incidencia, , ,-6.3266623,-6.3266623,38.7935584,2021/01/19 21:31:00
185,EXTREMADURA,BA-113,OBRAS EN GENERAL,2018/09/27 02:12:00, ,BA,NEGRO,12.2,11.8,VALLE DE LA SERENA,BADAJOZ,BA809279005,AMBOS SENTIDOS,OBRAS,0,1,38.7038545,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VALLE DE LA SERENA</poblacion>
<fechahora_ini",id-incidencia-1.185,incidencia, , ,-5.7885461,-5.7885461,38.7038545,2021/01/19 21:31:00
186,EXTREMADURA,BA-078,REASFALTADO,2020/11/24 17:29:00, ,BA,VERDE,11.5,11.5,ZAHINOS,BADAJOZ,BA011248280,AMBOS SENTIDOS,OBRAS,0,1,38.3525942,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>BADAJOZ</provincia>
<matricula>BA</matricula>
<causa>REASFALTADO</causa>
<poblacion>ZAHINOS</poblacion>
<fechahora_ini>2020-11-24 17:2",id-incidencia-1.186,incidencia, , ,-6.9716235,-6.9716235,38.3525942,2021/01/19 21:31:00
187,CASTILLA-LEON,AP-1,OBRAS EN GENERAL,2020/12/17 08:27:00, ,BU,ROJO,66,58,PANCORBO,BURGOS,BU012178123,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,42.6227992,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PANCORBO</poblacion>
<fechahora_ini>2020-12-",id-incidencia-1.187,incidencia, , ,-3.115083,-3.115083,42.6227992,2021/01/19 21:31:00
188,CASTILLA-LEON,BU-30,TRABAJOS DE MANTENIMIENTO,2021/01/19 10:00:00, ,BU,VERDE,4.7,5.2,RENUNCIO,BURGOS,BU101198134,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,42.3060816,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>RENUNCIO</poblacion>
<fechahora_ini",id-incidencia-1.188,incidencia, , ,-3.7531108,-3.7531108,42.3060816,2021/01/19 21:31:00
189,CASTILLA-LEON,BU-30,OBRAS EN GENERAL,2021/01/12 16:36:00, ,BU,VERDE,13,11,VILLALBILLA DE BURGOS,BURGOS,BU101128220,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,42.348931,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILLALBILLA DE BURGOS</poblacion>
<fechahora",id-incidencia-1.189,incidencia, , ,-3.7919093,-3.7919093,42.348931,2021/01/19 21:31:00
190,GALICIA,AC-840,OBRAS EN GENERAL,2018/11/26 12:15:00, ,C,AMARILLO,13.5,13.5,TRASANQUELOS,A CORUÑA,OC811269177,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,43.17509,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TRASANQUELOS</poblacion>
<fechahora_ini>2018-11-",id-incidencia-1.190,incidencia, , ,-8.17551,-8.17551,43.17509,2021/01/19 21:31:00
191,GALICIA,AC-840,TRABAJOS DE MANTENIMIENTO,2018/11/26 11:54:00, ,C,AMARILLO,13.5,13.5,TRASANQUELOS,A CORUÑA,OC811268176,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,43.17509,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>TRASANQUELOS</poblacion>
<fechahora_ini",id-incidencia-1.191,incidencia, , ,-8.17551,-8.17551,43.17509,2021/01/19 21:31:00
192,ANDALUCIA,A-381,OBRAS EN GENERAL,2021/01/18 07:45:00, ,CA,ROJO,36.2,38.8,ALCALA DE LOS GAZULES,CADIZ,CA101188027,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.4623316,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>",id-incidencia-1.192,incidencia, , ,-5.7789254,-5.7789254,36.4623316,2021/01/19 21:31:00
193,ANDALUCIA,A-381,OBRAS EN GENERAL,2021/01/18 11:16:00, ,CA,ROJO,76.5,73.5,ALCALA DE LOS GAZULES,CADIZ,CA101189177,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.2326181,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>",id-incidencia-1.193,incidencia, , ,-5.5752689,-5.5752689,36.2326181,2021/01/19 21:31:00
194,ANDALUCIA,A-381,OBRAS EN GENERAL,2021/01/19 07:45:00, ,CA,VERDE,70.5,73.5,ALCALA DE LOS GAZULES,CADIZ,CA101199036,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.2326181,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>",id-incidencia-1.194,incidencia, , ,-5.5752689,-5.5752689,36.2326181,2021/01/19 21:31:00
195,ANDALUCIA,A-381,OBRAS EN GENERAL,2021/01/18 11:43:00, ,CA,VERDE,73.5,76.5,ALCALA DE LOS GAZULES,CADIZ,CA101189181,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.2160174,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>",id-incidencia-1.195,incidencia, , ,-5.5491282,-5.5491282,36.2160174,2021/01/19 21:31:00
196,ANDALUCIA,A-381,OBRAS EN GENERAL,2021/01/18 07:45:00, ,CA,VERDE,38.8,36.2,ALCALA DE LOS GAZULES,CADIZ,CA101189029,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.4709945,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>",id-incidencia-1.196,incidencia, , ,-5.8070198,-5.8070198,36.4709945,2021/01/19 21:31:00
197,ANDALUCIA,CA-5201,MANTENIMIENTO DE PUENTES,2021/01/18 08:15:00, ,CA,ROJO,17,16,MEDINA-SIDONIA,CADIZ,CA101188053,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.427405,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>MANTENIMIENTO DE PUENTES</causa>
<poblacion>MEDINA-SIDONIA</poblacion>
<fechahora_ini",id-incidencia-1.197,incidencia, , ,-5.9529256,-5.9529256,36.427405,2021/01/19 21:31:00
198,ANDALUCIA,CA-5201,MANTENIMIENTO DE PUENTES,2021/01/18 08:16:00, ,CA,ROJO,16,17,MEDINA-SIDONIA,CADIZ,CA101189054,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.4336399,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>MANTENIMIENTO DE PUENTES</causa>
<poblacion>MEDINA-SIDONIA</poblacion>
<fechahora_ini",id-incidencia-1.198,incidencia, , ,-5.9451494,-5.9451494,36.4336399,2021/01/19 21:31:00
199,ANDALUCIA,N-432,OBRAS EN GENERAL,2020/12/21 23:06:00, ,CO,VERDE,265.6,266,PEDROCHES,CORDOBA,CO012218293,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.90802,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CORDOBA</provincia>
<matricula>CO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PEDROCHES</poblacion>
<fechahora_ini>2020-12-21",id-incidencia-1.199,incidencia, , ,-4.75375,-4.75375,37.90802,2021/01/19 21:31:00
200,ANDALUCIA,CO-31,OBRAS EN GENERAL,2020/12/21 23:05:00, ,CO,VERDE,266,267,PEDROCHES,CORDOBA,CO012218292,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.90875,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CORDOBA</provincia>
<matricula>CO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PEDROCHES</poblacion>
<fechahora_ini>2020-12-21",id-incidencia-1.200,incidencia, , ,-4.75356,-4.75356,37.90875,2021/01/19 21:31:00
201,ANDALUCIA,CO-31,OBRAS EN GENERAL,2020/12/21 23:04:00, ,CO,VERDE,267,266,PEDROCHES,CORDOBA,CO012219289,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.9141775,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CORDOBA</provincia>
<matricula>CO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PEDROCHES</poblacion>
<fechahora_ini>2020-12-21",id-incidencia-1.201,incidencia, , ,-4.7562662,-4.7562662,37.9141775,2021/01/19 21:31:00
202,ANDALUCIA,N-432,OBRAS EN GENERAL,2020/12/21 23:06:00, ,CO,VERDE,266,265.6,PEDROCHES,CORDOBA,CO012219290,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.90802,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CORDOBA</provincia>
<matricula>CO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PEDROCHES</poblacion>
<fechahora_ini>2020-12-21",id-incidencia-1.202,incidencia, , ,-4.75375,-4.75375,37.90802,2021/01/19 21:31:00
203,CASTILLA-LA MANCHA,CR-7022,REASFALTADO,2020/11/09 09:39:00, ,CR,ROJO,6.1,0,CORTIJOS DE ARRIBA,CIUDAD REAL,CR011099209,AMBOS SENTIDOS,OBRAS,0,1,39.30481,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>REASFALTADO</causa>
<poblacion>CORTIJOS DE ARRIBA</poblacion>
<fechaho",id-incidencia-1.203,incidencia, , ,-4.01431,-4.01431,39.30481,2021/01/19 21:31:00
204,CASTILLA-LA MANCHA,CM-3165,OBRAS EN GENERAL,2020/12/04 12:20:00, ,CR,VERDE,5.6,6.6,HERENCIA,CIUDAD REAL,CR012048176,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.3808319,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>HERENCIA</poblacion>
<fechahora_in",id-incidencia-1.204,incidencia, , ,-3.3040955,-3.3040955,39.3808319,2021/01/19 21:31:00
205,CASTILLA-LA MANCHA,CM-3165,OBRAS EN GENERAL,2020/12/04 12:20:00, ,CR,VERDE,6.6,5.6,HERENCIA,CIUDAD REAL,CR012049171,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.3797963,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>HERENCIA</poblacion>
<fechahora_in",id-incidencia-1.205,incidencia, , ,-3.3155815,-3.3155815,39.3797963,2021/01/19 21:31:00
206,CASTILLA-LA MANCHA,CR-633,OBRAS EN GENERAL,2020/11/04 12:00:00, ,CR,ROJO,8.6,15.8,MONTIEL,CIUDAD REAL,CR007178168,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,4,38.69634,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MONTIEL</poblacion>
<fechahora_ini",id-incidencia-1.206,incidencia, , ,-2.86368,-2.86368,38.69634,2021/01/19 21:31:00
207,CASTILLA-LA MANCHA,CR-633,OBRAS EN GENERAL,2020/07/17 08:57:00, ,CR,ROJO,15.8,8.6,SANTA CRUZ DE LOS CAÑAMOS,CIUDAD REAL,CR007179165,CRECIENTE DE LA KILOMETRICA,OBRAS,0,4,38.6422496,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SANTA CRUZ DE LOS CAÑAMOS</poblac",id-incidencia-1.207,incidencia, , ,-2.8655145,-2.8655145,38.6422496,2021/01/19 21:31:00
208,CASTILLA-LA MANCHA,CR-7022,OBRAS EN GENERAL,2021/01/15 08:23:00, ,CR,ROJO,5.9,0,VALDEHIERRO,CIUDAD REAL,CR101158052,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.30481,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VALDEHIERRO</poblacion>
<fechahora",id-incidencia-1.208,incidencia, , ,-4.01431,-4.01431,39.30481,2021/01/19 21:31:00
209,CASTILLA-LA MANCHA,CU-V-8302,OBRAS EN GENERAL,2020/11/12 13:40:00, ,CU,ROJO,0,8.3,CASAS DE LOS PINOS,CUENCA,CU011129271,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.3433861,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CASAS DE LOS PINOS</poblacion>
<fechaho",id-incidencia-1.209,incidencia, , ,-2.3737801,-2.3737801,39.3433861,2021/01/19 21:31:00
210,CASTILLA-LA MANCHA,CU-V-8302,OBRAS EN GENERAL,2020/11/12 13:40:00, ,CU,ROJO,8.3,0,SAN CLEMENTE,CUENCA,CU011128265,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.39955,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SAN CLEMENTE</poblacion>
<fechahora_ini",id-incidencia-1.210,incidencia, , ,-2.42666,-2.42666,39.39955,2021/01/19 21:31:00
211,CATALUÑA,GI-513,REASFALTADO,2021/01/13 08:41:00,BÀSCARA,GI,VERDE,13.2,0,BANYOLES,GIRONA,GI101139086,AMBOS SENTIDOS,OBRAS,0,1,42.10081,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa>REASFALTADO</causa>
<poblacion>BANYOLES</poblacion>
<fechahora_ini>2021-01-13 08:41<",id-incidencia-1.211,incidencia, , ,2.79153,2.79153,42.10081,2021/01/19 21:31:00
212,CATALUÑA,N-260,OBRAS EN GENERAL,2021/01/18 13:30:00, ,GI,VERDE,123.2,123.1, ,GIRONA,GI101189194,AMBOS SENTIDOS,OBRAS,0,1,42.2477767,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-18 13:30</fe",id-incidencia-1.212,incidencia, , ,2.1640858,2.1640858,42.2477767,2021/01/19 21:31:00
213,CATALUÑA,C-66,REASFALTADO,2020/12/27 19:45:00,SANT FERRIOL,GI,VERDE,55.8,50.4,PORQUERES,GIRONA,GI012278013,AMBOS SENTIDOS,OBRAS,0,3,42.15595,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa>REASFALTADO</causa>
<poblacion>PORQUERES</poblacion>
<fechahora_ini>2020-12-27 19:45",id-incidencia-1.213,incidencia, , ,2.74835,2.74835,42.15595,2021/01/19 21:31:00
